UltimateParentAccountID,ARR,UserCount_All,SessionCount_Amp,ResponseCount,ActionCount_ProjectsCreated,MUserCount_ProjectsCreated,Pageland_Count,AMRActions_UniqueUsers,TextIqConsumption_Events,TextIqConsumption_Uniques
0015000000nDQHEAA4,0,3647,20887,34843,87,34,61183,82,19,1230
00150000010MXIfAAO,0,236,2224,2628,8,7,9135,21,8,65
0015000000nCmTfAAK,0,414,18283,366904,487,118,68369,125,10,450
0012J00002M9GJ3QAN,0,2141,4340,2021,7,7,18131,22,6,58
0015000000eeMzcAAE,0,525,202669,151507,95,35,234378,59,21,868
00150000010MoiiAAC,0,62978,638783,3379362,25641,14873,2310870,16015,53,255
0015000000pkEs0AAE,0,488,7253,33375,103,28,49377,150,7,77
0015000000bpiBHAAY,0,2903,28927,67642,48,27,64428,76,3,29
0015000000nDU40AAG,0,1499,9177,53081,28,19,44068,134,13,509
0015000000ruKlcAAE,0,6466,77641,569725,839,467,182000,501,5,38
0015000000cIHtbAAG,0,959,10474,42609,196,100,38525,156,6,450
0015000000cK8csAAC,0,2755,20543,48918,241,115,50772,153,0,0
0015000000b8N0RAAU,0,1613,17974,231534,324,165,90529,384,5,9
0015000001Agf9wAAB,0,534,5591,10012,58,31,29548,67,22,299
00150000010MZaJAAW,0,506,4334,4142,3,2,9498,9,4,95
0015000000nDULMAA4,0,3267,155965,336153,184,103,315732,992,10,912
0015000000QBBjCAAX,0,55030,533581,3131333,17216,10002,2102654,13158,110,3110
0015000000nDt1rAAC,0,6259,69723,1252915,1725,698,257770,822,14,107
0015000000cLAcLAAW,0,305,4173,13065,28,18,13223,64,11,413
0015000000d2QKnAAM,0,97,400,235,7,4,3414,14,5,249
0015000000mNZmBAAW,0,129,3861,6864,0,0,10206,45,4,168
0015000000nDRyaAAG,0,505,6107,24208,65,31,25817,73,25,4921
0012J00002Qkt3RQAR,0,524,7757,107136,84,31,47413,176,12,429
0015000000nDrgYAAS,0,421,2651,64401,27,17,10513,33,0,0
0015000000NAHOqAAP,0,113497,1327978,9463681,35154,21214,4823092,26034,99,2130
0015000000PuOubAAF,0,37373,531609,6952656,8679,5285,1563832,7694,46,2215
0015000000r8vvWAAQ,0,108765,328741,161507,143,40,526932,85,0,0
00150000010McZ7AAK,0,1583,9126,24997,68,33,33951,53,4,52
00150000010ML8EAAW,0,143,1927,139535,27,12,12443,22,15,1276
0015000000SwKDqAAN,0,1065,10647,284368,162,96,49792,147,4,82
00150000010MiB9AAK,0,21,170,133,0,0,1550,7,2,10
001500000134Nq1AAE,0,2958,44494,431362,408,176,218470,406,18,756
0015000000tGEuaAAG,0,374,5412,366167,104,44,35736,96,3,6
0015000000kjxFrAAI,0,78076,809627,3274296,24447,16486,2968426,17318,52,313
0015000000nDRfWAAW,0,12482,56412,145076,32,10,94980,48,10,202
0015000000nDT92AAG,0,488,10438,234740,179,75,48124,109,1,97
00150000010Mp23AAC,0,1947,48490,406251,105,43,204836,364,4,17
0015000000dqYGiAAM,0,852,9954,61709,125,53,42900,80,5,124
0015000000nDrcsAAC,0,1138,16283,105262,388,251,46739,253,1,3
0015000000nDr0MAAS,0,716,27150,118085,115,48,75654,141,23,765
0015000000qFtE8AAK,0,736,7198,167465,25,12,21239,39,2,2
00150000010MXS4AAO,0,849,6817,39580,94,39,43145,65,24,7276
001500000184SeoAAE,0,1026,12836,677194,168,71,71803,91,23,1171
0015000000r70nsAAA,0,1109,65059,465327,559,230,207678,314,13,1188
00150000010MYTSAA4,0,7413,24680,143429,349,145,94611,147,3,7
0015000000d3HzrAAE,0,1786,17532,134200,27,18,39623,49,10,323
0015000000nDU4BAAW,0,372,5419,162717,72,33,28970,44,10,975
0015000000ZgGtvAAF,0,81632,962278,3138058,25497,16059,3211127,19907,93,1773
0015000000UySdeAAF,0,7821,59618,147554,86,54,176312,200,32,1882
0015000000GcbkOAAR,0,138974,1572830,9360895,35863,21370,5837819,32739,84,2087
0015000000fqxieAAA,0,50,360,2085,12,6,2176,12,0,0
0015000000nDTh8AAG,0,364,7416,28080,23,12,22059,51,3,9
0015000000kiUDLAA2,0,490,4930,6557,204,75,18710,97,6,62
0015000000mQNugAAG,0,468,27112,78956,422,101,90728,125,14,238
00150000010Ms92AAC,0,48523,689659,2689417,17655,10268,2472806,12419,81,1291
0015000000nDUwvAAG,0,7408,28987,102040,429,202,99242,424,5,71
0015000000wNRMvAAO,0,503,10778,141208,77,54,52606,88,10,196
0015000000QDqfBAAT,0,58550,833816,3289719,14116,8228,2479030,13218,60,1057
0015000000qG2rVAAS,0,1171,31994,76458,76,51,61011,113,1,71
0015000000qFk9ZAAS,0,6941,141225,841220,149,77,313251,236,17,919
0015000000ruJigAAE,0,13882,97912,700435,1945,1064,275092,1022,6,68
0015000000Va1OSAAZ,0,2426,21742,53426,513,339,65248,499,4,93
0015000000b7GYwAAM,0,959,10031,61540,237,117,33456,128,9,42
0015000000UxkOsAAJ,0,893,21016,263977,443,134,71904,182,5,42
00150000010MqixAAC,0,1119,9689,8744,57,25,45281,66,1,12
0015000000qFjxMAAS,0,574,6678,65932,28,15,17504,40,7,1385
0012J00002Qk2CxQAJ,0,306,1996,143633,49,25,10129,45,4,785
0015000000IRvzMAAT,0,165847,2115076,12653672,42799,26692,6771232,36825,165,42383
00150000010MWsZAAW,0,526,17225,369098,162,82,48066,159,4,165
0015000000nDUksAAG,0,3169,33505,181221,512,308,146307,576,3,9
0015000000SvnfrAAB,0,3379,73769,100472,53,29,140647,57,3,363
0015000000tFwLOAA0,0,1733,16697,217082,112,49,58506,70,15,1360
0015000000tGCxrAAG,0,9970,43259,121496,23,17,89766,28,4,246
0015000000qG2gkAAC,0,36261,414310,907623,11510,7253,1397475,7375,31,472
0015000000tGRg6AAG,0,661,15724,131236,63,34,56250,78,0,0
0015000000nDXGqAAO,0,2317,15321,35636,15,10,39955,15,2,2
0015000000abwn3AAA,0,2654,138263,230510,169,37,191586,78,20,1476
0015000000nDVPXAA4,0,1324,15424,120731,183,89,51444,133,0,0
0015000000nDSusAAG,0,880,11847,80736,299,65,47635,118,2,4
0015000000khXRVAA2,0,1349,22716,162662,129,40,53749,88,10,91
0015000000nDWGHAA4,0,1842,20964,106548,653,405,71855,607,20,3892
0015000000ZhNlJAAV,0,627,4184,6272,26,5,15253,18,0,0
0015000000cLzVnAAK,0,1331,27115,332644,764,349,118928,568,22,1511
0015000000UATGKAA5,0,956,11523,27459,167,94,56067,153,22,7926
0015000000tFyi9AAC,0,235,2817,125756,84,38,13885,59,0,0
0015000000tFxMkAAK,0,617,11404,491726,110,61,53145,123,2,45
0015000000ZB4ViAAL,0,46666,586913,1989305,19379,11562,2036173,13046,44,219
0015000000nDQMFAA4,0,532,19466,38367,235,133,39873,165,3,14
0015000000nDrj0AAC,0,161,1849,19870,44,22,9205,47,8,322
0015000000qFz5IAAS,0,719,16480,386114,256,136,55498,185,35,2511
0015000000hYO5BAAW,0,754,12903,225967,367,121,58834,169,11,148
0015000001BcyasAAB,0,671,15043,206581,281,87,132088,102,40,3056
0015000000tG3TPAA0,0,1004,5138,26292,20,8,16054,15,0,0
00150000010Md6QAAS,0,417,2525,11534,9,8,12505,38,5,718
0015000000SDsBcAAL,0,24512,284300,2416161,6151,2956,1240012,4523,13,14
0015000000qGLf6AAG,0,421,6507,217199,155,58,42345,143,34,4591
0015000000wNRY3AAO,0,3866,96465,314179,31,20,152905,309,0,0
0015000000bsgHnAAI,0,1428,19335,90477,176,86,69609,185,47,6471
0015000000ylVAwAAM,0,293,3063,350457,206,32,20561,64,24,1041
0015000000nDU1fAAG,0,2264,15051,57977,143,78,48371,89,5,57
0015000000nDU0LAAW,0,262,2300,22530,67,37,12121,56,8,419
00150000010MWEIAA4,0,579,9672,102560,147,52,58531,87,0,0
0015000000wNmCIAA0,0,1589,6212,9462,8,5,13584,18,1,4
0015000000nDU49AAG,0,1426,25275,86080,704,330,87736,450,13,240
0015000000uMkcvAAC,0,3248,10979,20467,11,9,27831,40,13,2154
0015000000fr3A0AAI,0,1205,17635,143775,209,111,86610,136,11,808
0015000000PuvwnAAB,0,20414,205554,3211213,5600,2852,778303,3842,13,663
0015000000bqTvTAAU,0,1167,11110,116477,258,151,40334,194,4,682
0015000000nDQNpAAO,0,3607,20849,58052,242,103,68495,137,2,11
0015000000nDreDAAS,0,1603,8739,78553,68,19,30739,76,4,20
0015000000nDSsEAAW,0,2683,27837,53033,102,39,64390,52,8,5385
0015000000tGMAAAA4,0,494,7148,275247,125,62,35023,136,16,2494
00150000010MqJOAA0,0,392,2950,22696,6,4,12211,26,0,0
0015000000bqXvOAAU,0,3330,18153,489363,85,38,76886,97,0,0
0015000000HJPwuAAH,0,947,9606,92608,100,69,48961,162,2,2
0015000000jZnsrAAC,0,1399,18769,141771,229,129,66656,270,6,163
0015000000nDQONAA4,0,2789,6988,11784,10,5,12983,16,0,0
0015000000nDUoqAAG,0,260,5857,331478,51,26,34960,70,9,404
0015000000PuOZxAAN,0,47067,593102,3957264,14417,9024,2116802,11076,56,2909
0015000000VXfkMAAT,0,680,14970,987768,127,85,59449,203,27,2329
0012J00002M94zzQAB,0,1707,8177,320002,104,36,29747,60,14,131
001500000170Q1WAAU,0,2100,20500,218512,1222,570,98460,732,9,4638
0015000000YXVgsAAH,0,1984,29692,149106,1070,255,113611,276,21,1537
0015000000esVcQAAU,0,21513,227539,1240607,5461,2844,966498,4643,26,11679
0012J00002NHkMmQAL,0,1541,9813,13154,3,3,20227,9,1,1
0012J00002OW3GOQA1,0,699,6085,79576,68,18,36891,65,8,165
0015000000ZBJYmAAP,0,15396,261450,2003001,5419,2546,1142528,3992,13,99
0015000000qG3auAAC,0,1009,40801,1588251,937,222,187950,347,11,308
0015000000pkEmtAAE,0,7310,203600,640997,1741,807,729710,1677,35,1423
0015000000nDWsLAAW,0,494,8778,119556,139,73,56299,174,2,2
00150000010MeeuAAC,0,187,3437,12131,5,4,12325,22,6,34
0015000000nDTHFAA4,0,1296,17746,38102,323,190,91115,365,14,789
0015000000wNSXAAA4,0,2293,54808,140612,158,75,138096,103,24,2280
00150000010Mlh3AAC,0,4214,30924,266126,359,174,115035,241,7,348
0015000000nDX85AAG,0,238,2850,49994,75,20,19287,87,6,75
0015000000nCXESAA4,0,820,48515,69784,23,13,68593,87,2,3
0015000000bqrPkAAI,0,21723,259771,1341665,7404,4334,884872,5539,34,573
0015000000UxQwxAAF,0,1586,32119,102382,495,274,86821,443,4,19
0015000000nDqXvAAK,0,2392,11518,73167,154,85,234656,126,6,76
0015000000qFvp3AAC,0,2340,92808,70783,962,216,354456,400,0,0
0015000000qFpQPAA0,0,414,13631,52307,115,35,80952,103,11,2235
0015000000b8SfSAAU,0,1035,24015,253034,362,148,96333,173,6,763
0015000000SbEjkAAF,0,490,12316,98478,154,88,54825,151,7,343
00150000010MlgLAAS,0,177,13274,217967,29,13,29757,29,6,52
0015000000nDSh8AAG,0,829,48191,333259,118,51,77663,131,8,113
0015000000nDU3tAAG,0,2396,42896,84293,570,320,108507,312,26,2028
0015000000cIgH7AAK,0,498,4750,198618,73,42,19462,109,0,0
00150000013xtgsAAA,0,2028,31629,103606,307,112,142548,165,5,179
0015000000sEzmJAAS,0,17844,44866,177241,167,82,81159,133,4,207
0015000000iT3PDAA0,0,1533,41551,160222,454,234,120446,378,15,2935
0015000000UvR9xAAF,0,447,12097,104354,150,82,64657,106,2,35
00150000010MdXxAAK,0,2102,38661,57903,71,20,143945,68,1,1
0015000000nDRcMAAW,0,307,2245,2963,28,16,12804,39,1,3
0015000000sEzpDAAS,0,582,7449,47780,54,31,38632,54,2,53
0015000001TmAcvAAF,0,208,4387,53180,59,14,17225,38,10,952
0015000000mNYGhAAO,0,600,7125,103626,216,99,29372,141,5,18
0015000000wNR6uAAG,0,908,20041,37935,104,36,52414,58,5,6
00150000010MPxcAAG,0,6347,113448,452406,414,123,401907,295,12,1480
0015000000nDWKsAAO,0,4,4,0,0,0,1,0,0,0
0012J00002OVNeyQAH,0,1329,13707,155784,79,34,81237,75,23,4132
0015000000nDU1aAAG,0,558,29687,136460,216,103,74638,182,5,2362
0015000000cLsViAAK,0,7780,58970,67914,22,13,82488,44,2,73
00150000010MO6jAAG,0,404,5718,483624,59,34,38888,34,2,16
0015000000fXdLrAAK,0,3228,30161,217604,449,189,100249,361,9,570
0015000000b4pRVAAY,0,867,7601,72555,163,81,30026,88,3,116
0015000000jXACGAA4,0,603,30381,232267,115,75,63130,232,19,516
00150000013U3DDAA0,0,72325,748936,5486466,24536,14738,2907942,18077,66,2147
0015000000tFt3TAAS,0,186,1077,8551,35,17,8727,25,16,803
0015000000nDXOzAAO,0,464,7783,154479,73,45,43518,92,0,0
001500000184Re9AAE,0,480,5330,4251,60,19,30850,53,9,112
0015000000nDROiAAO,0,680,6128,18430,142,62,31478,182,22,1918
0012J00002Qks2JQAR,0,515,6813,181817,260,77,60934,102,16,428
0012J00002OW3CZQA1,0,1024,11665,17355,161,74,57864,129,53,2508
00150000010MABcAAO,0,2640,6463,27324,14,9,25901,25,0,0
0015000000qG2NPAA0,0,2902,86153,562018,1901,705,228244,826,17,763
0015000000nDQVJAA4,0,479,5796,208015,68,44,36387,87,0,0
0015000000Pup1JAAR,0,28618,306514,1480941,9209,5613,1168985,7260,47,2269
0012J00002Ql59HQAR,0,1124,13599,72546,28,18,34343,55,0,0
0012J00002Ql5fQQAR,0,530,9709,55406,131,62,39059,103,4,17
00150000010MmEMAA0,0,4663,16899,296950,161,53,62084,91,13,856
0015000000pkEnGAAU,0,1077,12060,54583,282,132,59132,220,3,7
0015000000nDrdlAAC,0,739,16479,118680,234,108,54645,75,8,1934
0015000000nDRYxAAO,0,5401,52372,400106,210,98,205874,119,11,259
00150000010MfZZAA0,0,790,16500,223072,564,212,64387,297,6,49
00150000010MFx3AAG,0,1462,16698,112765,622,232,81605,227,0,0
0015000000U8NyyAAF,0,4047,36212,108199,1612,905,117845,1179,2,9
0015000000zP98DAAS,0,9244,103819,813340,3513,1682,438457,2008,30,2930
0015000000wNmCQAA0,0,983,7390,32347,155,97,34310,171,2,17
0015000000rAb81AAC,0,53,509,401,16,7,2751,6,0,0
0015000000nDSaCAAW,0,825,4422,28370,3,2,10032,11,0,0
0015000000nBmNFAA0,0,290,1000,3671,20,12,8222,23,1,2
0015000000ph9gFAAQ,0,977,6924,93816,248,104,40183,185,5,75
0015000000GccNQAAZ,0,375,5649,211634,134,52,31049,89,0,0
0015000000nDQV1AAO,0,304,2318,3579,26,11,8045,44,1,4
0015000000SwIc8AAF,0,2276,17812,100870,338,159,83346,347,9,179
0015000000RTmmLAAT,0,31428,369817,1764624,10167,6118,1294424,8314,75,986
0015000000wNRZkAAO,0,3797,45938,141116,594,372,145661,497,4,35
0015000000nD268AAC,0,804,7324,49183,162,65,35759,83,1,1
0015000000wwqOdAAI,0,211,3378,206196,56,22,15196,37,0,0
0015000000nDQQqAAO,0,2963,15819,942405,72,32,57193,76,9,1704
0015000000nDReMAAW,0,891,5124,13681,1,1,13106,19,10,57
0015000000nDRMlAAO,0,279,2755,8915,66,26,19922,47,11,211
0015000000nDRFPAA4,0,1233,10611,32218,231,114,55861,140,5,380
0015000000nDWYaAAO,0,333,22684,3204439,12,7,43077,88,0,0
00150000016XjNSAA0,0,2531,19496,60405,224,147,75011,317,8,45
0015000000nDU6BAAW,0,837,12836,54599,102,51,35312,112,2,4
0015000000too10AAA,0,607,9811,39636,181,79,40985,137,5,111
00150000010MdswAAC,0,5980,22750,52941,101,44,54245,90,12,1860
0015000000qG0v1AAC,0,110,835,927,9,6,8448,26,2,16
0015000000b4k9MAAQ,0,1641,63819,228782,1179,526,185001,548,8,60
00150000016zQwnAAE,0,459,11308,411672,228,109,53936,122,0,0
00150000010MfDCAA0,0,565,6110,19244,112,39,41464,92,4,36
0015000000jZQT0AAO,0,3599,19689,60311,35,27,39458,47,5,622
0015000000tGTQUAA4,0,117,2149,23691,43,9,10505,39,1,7
0015000000KVOOMAA5,0,100181,1141969,11381577,27736,16305,4369977,20420,97,4124
0015000000tG5NQAA0,0,1062,10540,39970,163,60,58930,96,29,2705
00150000010MmVsAAK,0,1557,6483,7018,49,32,23340,65,0,0
00150000010MkLVAA0,0,825,5981,7722,25,19,32915,104,1,1
0015000000qFwLsAAK,0,491,9844,469849,291,64,33091,129,5,77
0015000001W1MrbAAF,0,2370,13260,75770,120,52,63068,88,2,2
0012J00002Q3QDbQAN,0,4,4,0,0,0,5,0,0,0
0015000000KWI7BAAX,0,38363,457353,92271330,13639,6157,2078689,9792,59,1952
0015000000nDQcjAAG,0,235,1934,19082,25,17,8231,28,0,0
00150000010McwLAAS,0,64,945,13928,0,0,6940,23,8,401
00150000010MPRIAA4,0,1182,6367,6490,8,6,14729,13,0,0
0015000000qFxfRAAS,0,1373,21844,58317,487,227,93926,357,15,396
0015000000nDrfKAAS,0,1175,14117,231439,253,163,57494,235,6,102
0015000000pkEnBAAU,0,1452,5662,9123,46,30,23274,23,1,40
0015000000ZgZwaAAF,0,740,9615,389093,113,83,48217,144,0,0
00150000013U3UlAAK,0,571,8942,108495,204,83,46007,101,14,1128
0015000000nDULPAA4,0,362,2869,47702,41,17,14919,42,12,1059
0015000000tooN6AAI,0,40,406,2033,2,2,1885,4,1,3
0015000000d5050AAA,0,103,780,6922,9,5,5878,16,3,27
0015000000aeL5HAAU,0,3912,20511,62660,21,10,46557,33,0,0
0015000000QUMaPAAX,0,459,7353,220800,44,34,42737,109,5,12
0015000000nDX4KAAW,0,947,16626,192289,182,86,83677,180,0,0
00150000010MJYkAAO,0,923,12565,47097,197,85,50684,245,11,50
0015000000pkEnxAAE,0,282,2462,9279,37,21,8443,24,2,120
00150000010MI5iAAG,0,1439,19860,59286,147,71,80783,84,2,17
0015000000nDWKrAAO,0,4,3,4,0,0,0,0,0,0
0012J00002QjmWkQAJ,0,47758,485802,2855774,16176,10341,1926095,12175,35,74
0015000000eBk5GAAS,0,460,3871,8569,80,37,19904,83,12,143
0015000000nDrf9AAC,0,342,1868,7868,69,32,8100,60,1,2
0015000000nDVpfAAG,0,367,4455,15704,46,29,19814,76,0,0
0015000000QTTFCAA5,0,117110,1392908,7339786,40499,24081,5046021,29437,148,9519
0015000000eBkxeAAC,0,322,2175,7809,17,10,8708,27,0,0
0015000000nDRYUAA4,0,422,4092,19973,57,48,14355,79,7,1559
0015000001AggMsAAJ,0,804,9491,46139,145,55,75974,112,22,564
0015000000nDSPbAAO,0,853,3850,15343,63,17,21159,35,16,1482
0015000000nDXPyAAO,0,944,6643,6755,84,21,26958,32,9,224
0015000000qFjjFAAS,0,624,3866,37458,44,22,15326,49,0,0
001500000132lHSAAY,0,2037,20382,92861,77,30,80183,45,14,4018
0015000000YYDSwAAP,0,784,16914,126730,191,94,103226,235,4,14
0015000000hVCH9AAO,0,308,7981,22991,39,23,17625,28,0,0
0015000000tGIbyAAG,0,4733,26256,82331,400,98,99763,114,21,703
0015000000KJJsbAAH,0,98570,984848,4879326,34918,22584,3481794,21708,50,636
0012J00002Ql20CQAR,0,201,3418,317115,107,47,17281,66,1,1
0015000000nDsYJAA0,0,259,2959,42402,50,28,12368,51,3,45
0015000000nC3e3AAC,0,660,4807,31267,16,13,17003,32,0,0
0015000000bpnogAAA,0,462,8898,568031,208,75,41637,83,7,193
0015000000ruJcZAAU,0,343,4216,67428,103,44,19161,85,3,17
0015000000nDQJoAAO,0,455,3888,18315,111,34,16125,28,5,977
0015000000d3JR1AAM,0,451,4353,121954,63,33,14575,52,4,440
00150000013Ro9aAAC,0,112,1412,85478,30,12,6777,21,0,0
0015000000nDQVIAA4,0,232,2568,9125,76,34,10318,29,0,0
0015000000ZBYbZAAX,0,1915,10326,22829,20,10,39280,78,0,0
00150000010MV2IAAW,0,293,6703,78404,127,29,24308,33,0,0
0015000000nDU7AAAW,0,660,19821,220093,458,160,103477,151,7,538
0015000000b7SJyAAM,0,800,18822,90626,694,243,85209,254,4,1153
0015000001Agg0XAAR,0,46,152,865,1,1,984,9,2,21
0012J00002Ql3PqQAJ,0,697,14085,126290,320,106,61031,209,8,596
00150000010MqR5AAK,0,2045,31668,1432770,37,23,146515,62,0,0
0015000000yQnFYAA0,0,403,12514,167149,76,39,53914,61,5,147
0015000000qFuLnAAK,0,95,882,974,13,9,2976,25,0,0
0015000000ZfiBCAAZ,0,362,2590,12861,75,34,15846,70,23,320
00150000010MKrIAAW,0,655,12226,225503,195,94,64396,115,7,366
0015000000duTioAAE,0,719,7808,14956,65,43,43586,216,22,973
00150000010MRrNAAW,0,213,3987,14107,61,18,11995,42,6,19
0015000000nDX9pAAG,0,499,2261,9572,15,8,13768,28,0,0
0015000000tGKEXAA4,0,2940,16200,32728,24,11,31755,43,9,174
0015000000nDXMFAA4,0,126,697,1402,6,4,4058,12,1,90
0015000000U6SRxAAN,0,439,3034,74997,78,43,18785,70,0,0
0015000000nDTHUAA4,0,2851,50880,186187,900,494,193776,883,7,94
0015000000dugalAAA,0,394,5697,52738,111,42,34977,48,2,151
0015000000Qc8CoAAJ,0,12788,163347,768413,3834,2151,590009,3040,20,4371
0015000000tFu60AAC,0,1208,5824,7008,6,4,12697,5,2,243
0015000000qaBMgAAM,0,117,980,27414,9,6,4815,30,1,6
0015000000nDU3ZAAW,0,95,734,2401,13,7,4710,8,1,3
0012J00002PLZsxQAH,0,64,761,1111,35,6,3059,8,2,2
0015000000nDU3xAAG,0,1188,6998,21884,12,8,32774,98,20,1138
001500000132kRXAAY,0,324,5094,517401,122,57,39400,132,17,1225
00150000010MLbMAAW,0,220,1885,34753,32,18,9588,61,2,6
0012J00002Qk05jQAB,0,781,8107,9456,1,1,19930,18,0,0
0015000000qG1ekAAC,0,282,3557,1567,159,30,17516,63,7,89
0015000001W1X8RAAV,0,1694,9798,35194,108,66,50976,140,4,38
0015000000srAkjAAE,0,77,740,717,16,5,5535,17,4,13
0012J00002Jc9BeQAJ,0,1373,4167,14403,66,42,19757,84,0,0
0015000000PxNUsAAN,0,72075,908727,3222790,26242,15820,3095784,18609,54,479
0015000000nDVmWAAW,0,5447,103148,270072,2112,1148,255955,1148,5,10
0015000000SwK1jAAF,0,1684,11203,28317,259,62,53277,147,19,387
0015000000SwGqGAAV,0,2173,75696,444758,1317,518,210979,497,14,313
0015000000Pv0UjAAJ,0,487512,5619227,28571436,192284,102698,19757192,113533,390,1499
0015000000NjCClAAN,0,3089,13781,50079,37,24,34656,60,15,220
0015000000b801BAAQ,0,387,4109,39567,183,66,17338,87,3,17
0015000000qGIsJAAW,0,9146,154101,539283,1179,392,676491,747,34,186
0015000000nDQKdAAO,0,1012,3248,40349,68,42,10440,56,1,7
0015000000qcMF6AAM,0,561,10424,35271,77,39,79317,48,8,4166
00150000010MRSIAA4,0,1656,4114,12305,12,8,11344,35,4,278
0015000000lbVvSAAU,0,125,546,765,13,6,3641,12,0,0
0015000000laPp8AAE,0,535,4881,49850,89,48,25347,85,2,113
0015000000qFwi3AAC,0,540,7934,98545,358,135,35555,134,1,1
0015000000eeXTcAAM,0,791,8985,61805,164,70,32770,87,1,1
0015000000nDUKMAA4,0,2868,24117,48089,305,155,76066,187,12,1283
0015000000tGS66AAG,0,1324,21367,73279,327,159,358656,256,6,23
00150000010MCoGAAW,0,369,6162,26734,231,48,22054,88,0,0
0015000000nDSPOAA4,0,360,4712,71076,44,22,17623,51,3,15
0015000000U8BQ4AAN,0,35957,514789,1816957,11821,7679,1665590,8489,49,1065
0015000000lcQd4AAE,0,1456,17373,22262,77,40,62452,97,5,220
0015000000aeE1MAAU,0,743,43170,204738,345,108,199620,212,11,265
0015000000nDULOAA4,0,3443,12991,53581,113,48,46635,81,2,42
0015000000nDWEnAAO,0,2124,12205,30945,4,2,17831,5,1,1031
0015000000nDVTnAAO,0,394,8481,144345,52,30,51332,85,2,2
0015000000qG31qAAC,0,125,816,6610,20,14,4563,27,0,0
0015000000oHWqkAAG,0,683,11782,435708,206,82,45032,89,5,35
0015000000nDTtxAAG,0,447,3471,8994,123,48,22175,47,8,224
00150000010MYrdAAG,0,92,1059,3688,10,4,5691,22,9,166
00150000010Ms85AAC,0,238,2987,34367,76,29,15722,35,14,2194
0015000000uMJG1AAO,0,297,3374,49166,96,19,16222,58,7,35
0015000000OHjAwAAL,0,744,18600,45082,213,92,59850,141,21,532
0015000000Pv0soAAB,0,21675,223858,1631848,6913,4350,855742,5125,17,178
0015000000ZCIrwAAH,0,1075,20534,62208,648,270,69961,296,5,13
0015000000tG9ukAAC,0,2242,10534,33108,77,35,32155,51,1,454
0015000000kjl14AAA,0,355,6278,731323,92,36,21218,105,2,5
00150000010MPzBAAW,0,1855,152905,39984,97,61,190668,142,4,38
00150000010M9xOAAS,0,756,13860,447035,210,80,53036,81,7,25
0015000000PxNXiAAN,0,74205,864152,3775088,24937,15681,2998454,19002,117,1300
0015000000fqxJoAAI,0,5902,12169,50020,55,38,37110,110,2,4
0015000000Uwm8wAAB,0,308,3662,41483,166,60,22169,60,2,5
0015000000Zg9g7AAB,0,561,4132,35288,66,34,18933,66,1,11
0015000000r91jjAAA,0,1592,34323,174005,351,208,97779,450,4,201
0015000000wLFcnAAG,0,2597,10804,67257,36,27,36522,72,0,0
0015000000Ux8RiAAJ,0,3534,39378,293235,867,620,138529,790,6,24
00150000010Mm04AAC,0,1339,17112,64825,295,139,94469,232,2,145
0015000000essKRAAY,0,47663,742761,3576849,16549,8470,2808408,12419,118,822
0015000000KWekGAAT,0,497,21911,94476,186,70,47828,111,9,110
0012J00002OVW5EQAX,0,1767,26458,355364,405,119,127856,188,25,1184
00150000010Mkc7AAC,0,942,7406,52484,176,86,43587,184,1,22
0015000000QC5PVAA1,0,54432,687602,2756293,19470,11888,2112778,13709,50,2337
00150000010MAFqAAO,0,892,20198,105876,255,136,59346,238,30,1027
0015000000qFqhlAAC,0,672,13272,49521,147,64,33702,109,7,25
0015000000nEBjLAAW,0,165,4199,62348,50,13,31946,39,4,33
0015000000nBs3AAAS,0,299,2220,10414,101,47,11803,76,0,0
0015000000eCmsEAAS,0,18917,188444,721599,6274,4134,673495,4869,43,1469
001500000170OxYAAU,0,1003,14164,295849,230,96,60419,175,6,68
0015000000QTPcnAAH,0,37415,410390,7526449,10412,5740,1632360,10067,45,155
00150000010MUElAAO,0,3426,42513,115198,546,258,166539,653,15,566
0015000000oHiZpAAK,0,1022,20117,84201,248,54,52566,80,14,930
0015000000eBjFzAAK,0,3778,35790,44132,312,160,150705,329,1,6
0015000000nDRadAAG,0,763,17544,145563,343,144,48364,150,0,0
0015000000pkEoDAAU,0,54,396,516,12,5,2686,10,2,7
0012J00002JbnjJQAR,0,131,3210,49295,96,30,16137,41,3,136
0012J00002KgQlGQAV,0,2337,20232,1000288,46,24,57717,41,4,38
0015000000b4oxmAAA,0,820,6494,235552,191,58,35878,130,2,18
0015000000tSwZVAA0,0,550,6064,31295,132,67,28132,77,5,17
0015000000acKCnAAM,0,457,11141,608587,123,36,42247,90,19,259
0015000000b4jqdAAA,0,324,3741,104389,25,14,18276,47,1,3
0012J00002QNpsHQAT,0,263,1291,8494,2,2,6924,18,7,108
00150000010MjzfAAC,0,1112,18547,138503,371,184,64402,278,7,86
0015000000wNRHMAA4,0,152,1802,2703,29,16,9228,46,1,79
0015000000nDWLAAA4,0,696,7319,129389,212,151,27496,199,6,606
0012J00002Qke00QAB,0,114,1513,605,22,8,7764,35,2,3
0015000000nDRkvAAG,0,1908,28717,29506,152,55,109295,75,1,24
0015000000qFzCNAA0,0,5643,36181,116603,245,29,67136,82,10,1402
00150000010MVxdAAG,0,467,19582,184169,479,107,96640,161,23,11124
0015000000qFxs8AAC,0,518,7611,74119,23,13,27548,24,2,21
0015000000qFsg9AAC,0,778,6720,7507,74,30,20880,56,5,71
