UltimateParentAccountID,ARR,UserCount_All,SessionCount_Amp,ResponseCount,ActionCount_ProjectsCreated,MUserCount_ProjectsCreated,Pageland_Count,AMRActions_UniqueUsers,TextIqConsumption_Events,TextIqConsumption_Uniques
0015000000nDR2uAAG,0,346,1076,1782,1,1,4799,10,0,0
0015000000nDSOqAAO,0,218,2068,664,18,7,7165,18,11,141
0015000000nDRrIAAW,0,157,495,56442,605,30,10692,24,0,0
0015000000nDfNGAA0,0,719,6180,27981,33,17,23421,32,0,0
00150000010Mn0bAAC,0,61,393,7,25,13,2615,16,9,428
0015000001W1MYPAA3,0,128,2219,4002,21,12,12795,39,4,31
0012J00002Lb7kvQAB,0,691,4662,51915,106,39,20609,36,5,179
0015000000qEbPCAA0,0,759,6123,39874,75,48,27311,89,0,0
0015000000dreNNAAY,0,325,8106,24044,87,46,21450,80,7,571
0012J00002S1PxVQAV,0,366,2297,22204,96,36,12579,40,1,1
0015000000nDRmqAAG,0,349,5610,158634,103,46,34721,59,1,2
00150000010Mh8PAAS,0,476,17306,13904,12,9,23190,6,3,65
0015000000nDTmhAAG,0,1146,7941,4946,20,10,25573,30,0,0
0012J00002OWGgNQAX,0,271,5749,46463,111,24,35267,47,1,1
0015000000cK7woAAC,0,691,12683,109355,229,93,44900,138,1,1
001500000184SPKAA2,0,154,1132,2646,4,4,4535,4,1,1
0015000000nDXOyAAO,0,1038,12819,7775,52,23,35976,54,14,4244
0015000000oJTSaAAO,0,154,1066,130220,22,9,4958,17,0,0
0015000000qFkgvAAC,0,904,9577,5045,179,41,59860,92,32,2028
001500000133FiqAAE,0,116,1097,9165,2,2,4551,12,0,0
0015000000nDWImAAO,0,3,3,0,0,0,0,0,0,0
0015000000KJ9jAAAT,0,227,2669,74644,42,27,11153,62,1,1
00150000010MORiAAO,0,3737,18537,23742,89,28,43495,40,0,0
0015000000YYq6bAAD,0,206,27408,148684,30,18,42928,40,0,0
0015000000wLFcvAAG,0,498,4926,13733,138,71,21760,101,0,0
00150000010MTgSAAW,0,177,1191,4367,3,2,3713,7,3,134
0015000000tGLDoAAO,0,983,3737,10511,26,10,13705,25,1,1
0015000000nDUoOAAW,0,97,589,14681,4,3,2824,13,4,1220
0015000000abmu6AAA,0,484,12224,78465,67,41,65117,77,0,0
00150000010MNd9AAG,0,54,329,1446,19,9,2081,16,6,349
0015000000qFxJNAA0,0,423,4971,16381,171,61,19944,114,3,12
0015000000nDQrVAAW,0,14,44,1552,1,1,143,2,0,0
0015000000qFuXcAAK,0,204,5078,35216,176,34,32429,49,6,548
0015000000nDSfTAAW,0,147,1805,197769,45,23,8619,37,0,0
0015000000ZB7uJAAT,0,735,12468,83714,180,71,55391,117,2,4
0015000000b7VNbAAM,0,539,18710,46633,421,136,54433,148,15,6792
0015000000qFjxwAAC,0,302,879,6601,4,3,2856,3,0,0
00150000010MAzRAAW,0,43,305,2990,0,0,2487,5,0,0
0015000000MvJxWAAV,0,415,8598,30920,106,62,29359,79,2,12
00150000010MRgaAAG,0,191,2138,69087,71,21,14294,32,0,0
0015000000nDRrJAAW,0,648,7810,16006,82,28,48240,24,54,660
00150000010MDieAAG,0,5,5,0,0,0,2,0,0,0
0015000000nDQIYAA4,0,131,952,2689,5,4,3080,6,2,12
0015000000nDRlXAAW,0,72,645,4043,8,2,3721,2,0,0
0015000000ZBnSAAA1,0,1304,4159,15089,199,69,17781,99,0,0
0015000000Y0wPyAAJ,0,316,14102,93786,112,44,44807,61,2,13
0015000000nDR2UAAW,0,258,6698,9240,183,58,29149,63,2,101
00150000010MHl0AAG,0,4376,71157,1002330,2588,1003,375831,1122,0,0
0012J00002Qksg4QAB,0,176,2476,10852,9,8,8029,24,0,0
00150000010MCkrAAG,0,195,680,1090,12,6,4922,26,4,13
0015000000qFvipAAC,0,37,136,2,0,0,816,4,0,0
0015000001AgfAkAAJ,0,211,1085,1204,2,2,3931,9,1,1
0015000000d4IEIAA2,0,63,411,4589,2,2,1588,1,0,0
0015000000b58hJAAQ,0,534,8770,68750,128,56,30622,88,4,70
0015000000xQg08AAC,0,340,3357,8046,91,47,13070,67,2,20
0015000000tonRCAAY,0,1421,2475,8016,6,5,6816,17,1,4
0015000000tGEBAAA4,0,670,10052,71724,274,102,32973,129,1,161
00150000010Meu5AAC,0,149,823,2249,4,3,2713,16,1,1
00150000010MZkKAAW,0,33,194,2064,1,1,1156,8,2,2
0015000000nEs2fAAC,0,17054,154265,278854,23,17,215705,71,4,105
0015000000hVCUCAA4,0,287,1297,59197,20,13,6096,62,0,0
0015000000nDH5sAAG,0,188,1241,8970,43,18,6432,24,0,0
0015000000mOiKpAAK,0,541,5227,54640,112,54,17671,74,1,3
00150000010MYZ0AAO,0,180,766,3647,40,20,4122,40,0,0
0015000000frGbmAAE,0,909,7698,4578,596,148,50529,296,2,2
0015000000nDUSzAAO,0,380,3294,2329,19,8,12529,41,0,0
00150000010MKKNAA4,0,100,1492,1461,11,2,11936,18,4,29
0015000000tGBqDAAW,0,36,236,626,1,1,549,5,0,0
0012J00002Qkg1ZQAR,0,296,4909,164215,49,30,21587,57,0,0
0015000000tGGbkAAG,0,283,5743,88658,42,24,36760,45,0,0
00150000010MqGjAAK,0,430,3983,13470,31,23,21937,49,0,0
0015000000nDU7WAAW,0,83,1470,3876,12,6,6037,12,2,40
0015000000wNY7FAAW,0,1111,3870,4775,4,3,13257,19,0,0
0015000000QRsTzAAL,0,3007,21886,204360,706,420,94511,555,2,22
0015000000wLFlEAAW,0,341,3133,64528,6,4,17383,72,6,83
0015000000aeGkeAAE,0,317,2014,38891,47,28,9273,62,0,0
0015000001TmctlAAB,0,87,1599,7085,25,3,20950,18,11,865
0015000000tGFKFAA4,0,178,1281,2111,37,19,8171,44,2,25
0015000000bpGxUAAU,0,93,936,13066,0,0,7552,26,9,172
0015000000pI8hoAAC,0,1383,11225,34893,197,124,60782,294,7,205
0015000000qG1AWAA0,0,112,870,6743,37,14,5397,20,0,0
0015000000xzBcxAAE,0,151,829,6021,26,14,4628,16,0,0
0015000000fqxwUAAQ,0,228,2216,8107,7,4,4412,5,0,0
0015000000nDX4aAAG,0,261,740,6490,15,7,2927,36,2,2
0015000000nDRHcAAO,0,400,2164,5817,4,3,6377,11,0,0
00150000010MC7SAAW,0,299,7708,32511,61,23,19725,29,0,0
00150000010Mb15AAC,0,73,643,1469,10,3,8247,21,14,1385
00150000010MKMiAAO,0,69,15234,6288,49,9,26170,18,3,5
001500000170PLpAAM,0,142,3618,27776,16,10,8656,3,0,0
00150000010MBdxAAG,0,123,636,1007,24,14,5410,15,2,43
00150000010MWVFAA4,0,719,16231,59677,308,94,59240,219,1,47
00150000010MAlwAAG,0,67,176,26,0,0,679,5,0,0
0015000000nDUY5AAO,0,735,6104,12420,61,34,27842,55,8,85
00150000010MpBzAAK,0,238,8963,2143,22,12,12769,20,0,0
0015000000cIE0AAAW,0,217,3128,82706,53,30,15779,46,0,0
0012J00002QkxbXQAR,0,1293,6541,10041,201,64,49888,144,6,23
0015000000iUPciAAG,0,4844,64676,777534,1904,923,336992,1575,5,16
0015000000bpN65AAE,0,565,3006,11595,107,54,13975,81,0,0
0015000000nDXRIAA4,0,223,2031,1584,4,3,3192,7,0,0
0015000001PcedCAAR,0,155,2760,25892,96,31,12794,32,7,212
0015000000nDRlhAAG,0,770,8589,14395,181,80,31912,99,4,53
0015000000YXOv7AAH,0,331,6752,38099,124,66,19961,93,1,1
00150000010MNvHAAW,0,29,154,32,0,0,1130,5,0,0
00150000010MgKqAAK,0,187,2477,15800,16,7,7301,14,0,0
00150000010MPVEAA4,0,23,83,82,0,0,676,5,1,4
0015000000qFz3yAAC,0,1404,6677,11880,11,7,18938,38,0,0
0015000001AgkrwAAB,0,300,2705,51980,68,39,10604,51,0,0
0015000000edaUUAAY,0,357,3705,13031,38,21,20623,44,1,8
0015000000nDX3sAAG,0,227,795,15881,6,5,4041,12,0,0
0015000000ZBaSgAAL,0,173,2909,67643,22,13,9312,29,0,0
0015000000eCbTRAA0,0,222,2533,63047,29,15,10339,36,0,0
0015000000lbojUAAQ,0,114,383,174319,5,4,1311,15,0,0
0015000000mOAZnAAO,0,315,3489,20497,96,57,14154,80,3,5
00150000010MDUEAA4,0,126,1494,14488,24,14,7745,16,0,0
0015000000qG3kKAAS,0,1290,19742,31708,468,295,62566,284,1,2
0015000000nDTaRAAW,0,282,3663,91736,98,56,15712,82,1,2
00150000010MhyhAAC,0,149,1854,2215,39,13,18272,35,0,0
00150000010MCWAAA4,0,53,1422,10863,27,5,7682,14,0,0
0015000000afI3vAAE,0,533,4198,51940,251,98,20984,97,1,4
0015000000SupKTAAZ,0,21716,290004,616934,8586,4364,897540,5868,22,32
0015000000qFu22AAC,0,271,6818,50431,49,24,40748,79,0,0
0015000000evUjWAAU,0,343,3346,11862,44,31,18149,58,5,53
0012J00002NFmF6QAL,0,66,1270,23799,26,9,4141,24,3,23
0015000000nDU8JAAW,0,93,596,6939,38,15,2695,14,0,0
0015000000nDSlrAAG,0,103,860,45129,71,20,5872,10,0,0
0015000000qFqRVAA0,0,254,1329,24246,30,22,7859,41,0,0
0015000000nDRhgAAG,0,113,1974,8,48,21,11331,38,36,1517
0015000000b7yqOAAQ,0,272,4325,55689,94,42,26996,63,0,0
0015000001AgfANAAZ,0,25,254,358,10,5,2187,5,0,0
0015000001HHSEgAAP,0,921,7799,446408,64,41,44214,83,8,1680
0015000000nDQOgAAO,0,64,690,35755,17,7,2745,14,0,0
001500000132wm2AAA,0,6737,20615,44953,24,12,38406,42,1,32
00150000024bpriAAA,0,444,7263,27388,199,116,24945,115,2,5
00150000010MrS0AAK,0,108,1154,31014,29,12,4295,18,0,0
0015000000mRC64AAG,0,363,3930,17342,124,61,17136,86,1,1
0012J00002KuRajQAF,0,231,2211,33852,97,41,14835,28,0,0
0015000001YD8yxAAD,0,1131,6917,5792,8,3,14789,9,0,0
0015000000ee0Y1AAI,0,233,2738,16370,49,22,14215,33,0,0
0015000000VWkzZAAT,0,377,3649,20500,84,40,17945,63,6,88
0015000000tG0bCAAS,0,159,935,2846,4,4,3870,24,1,5
0015000000mOmDqAAK,0,41,149,0,3,2,1005,0,0,0
00150000010MegBAAS,0,101,1640,62344,23,8,5378,35,1,1
00150000010M4f7AAC,0,874,9902,90316,166,107,47596,323,1,21
00150000010MjCYAA0,0,191,1466,7531,9,5,5987,16,1,2
0015000000iRy3rAAC,0,67,957,906,17,5,2279,14,0,0
0015000000mQRoIAAW,0,75,341,501,2,2,1534,4,2,2
00150000010MZDGAA4,0,24,85,7,1,1,570,5,0,0
0015000000tGLE0AAO,0,300,2822,34546,17,12,11504,59,0,0
0015000000qFq53AAC,0,193,1501,25897,26,11,5412,43,0,0
00150000010MkunAAC,0,408,3182,3291,60,39,16827,95,0,0
0015000000drztgAAA,0,497,8837,56049,337,136,34504,134,2,6
0015000000UwHZIAA3,0,171,1750,5211,39,17,7212,42,0,0
0015000001AgfaDAAR,0,231,3357,11279,16,8,24149,48,3,64
00150000010Me9eAAC,0,445,5928,25441,189,91,35213,128,1,1
0015000000nDSrtAAG,0,308,2090,605,2,2,6236,4,0,0
0015000000nDQbRAAW,0,4,4,0,0,0,4,0,0,0
0015000000nDU0uAAG,0,225,2653,6613,81,29,6836,53,1,1
0015000000dr5j9AAA,0,112,293,5157,12,5,1480,7,0,0
00150000010MMEHAA4,0,49,457,5213,4,3,1585,5,0,0
00150000010MbmOAAS,0,264,1032,12384,33,20,2850,28,1,21
0015000000nDX9KAAW,0,341,16311,62741,175,58,38873,107,0,0
0015000000nDTLpAAO,0,535,13809,182116,260,108,46406,96,0,0
00150000010MS0WAAW,0,28,259,1925,0,0,2191,6,2,38
00150000010Me3DAAS,0,278,2890,8609,63,31,12627,47,0,0
0015000000nDTxkAAG,0,94,3570,4293,38,12,8071,13,0,0
0015000000nDWMSAA4,0,1035,13660,16379,295,158,41569,369,6,55
00150000010MXHXAA4,0,83,930,1717,2,2,3850,7,2,11
001500000133CRFAA2,0,219,1488,10191,6,4,3625,3,0,0
00150000019aLzxAAE,0,183,2364,53061,57,20,20716,36,0,0
0015000000etb1fAAA,0,1286,8954,22662,274,93,32647,100,1,1
00150000010MLJsAAO,0,229,3962,157209,45,23,25687,48,2,11
0015000000nDTtVAAW,0,457,3860,1795,15,5,18507,30,0,0
0015000000nDRMtAAO,0,2413,15142,16350,51,24,26912,39,1,4
0015000001VGFjiAAH,0,38,366,1582,5,2,1611,7,3,4
0015000000tGRpzAAG,0,1,2,0,1,1,14,0,0,0
0015000000YYCxPAAX,0,357,1723,7086,27,21,7701,15,0,0
0015000000nDqXAAA0,0,199,1963,139877,14,9,10713,26,0,0
0015000000nDVLgAAO,0,22,272,3778,10,2,1439,5,1,2
0015000001VGGoAAAX,0,150,637,866,1,1,1175,1,0,0
0015000000qFkFgAAK,0,25,75,4,0,0,487,0,0,0
0015000000qFpnXAAS,0,215,3679,9327,79,30,9922,57,0,0
0015000000etG47AAE,0,366,8743,17606,119,44,23569,53,0,0
00150000010MC75AAG,0,431,3475,37256,29,19,14050,82,0,0
0015000000wLFqzAAG,0,49,571,890,30,8,2483,7,0,0
0015000001PbyjvAAB,0,428,26280,72628,192,72,91666,117,0,0
0015000000nDTgqAAG,0,315,5282,24532,198,73,15644,73,1,1
0015000000nDqZmAAK,0,195,1179,14893,38,24,4317,32,0,0
0015000000mR1h0AAC,0,1101,5731,11086,41,27,18587,33,2,19
0015000001XPfCfAAL,0,483,3491,5657,15,8,11397,17,6,163
0015000000evXOiAAM,0,12108,146141,515047,3834,2044,498679,2804,27,850
00150000010MdBCAA0,0,79,530,463,17,7,3653,11,0,0
00150000010MjzwAAC,0,112,2336,7368,44,18,10954,36,3,9
0015000000wNRioAAG,0,70,337,820,6,4,1313,11,0,0
0015000000nDWKpAAO,0,172,1384,28704,39,23,6804,38,1,1
0012J00002PLcexQAD,0,427,6858,20609,218,66,36523,84,2,7
0015000000bpYeYAAU,0,73,726,16421,23,11,2429,14,0,0
0015000000ki5sAAAQ,0,781,4471,3064,1,1,9169,4,0,0
0015000000qFv2fAAC,0,22,79,11,0,0,535,4,0,0
0015000000nDrcQAAS,0,147,616,9680,8,2,3235,17,0,0
00150000010MesVAAS,0,26,171,4539,0,0,1204,3,4,65
00150000010Mew8AAC,0,100,613,601,7,5,2921,12,0,0
00150000010MasvAAC,0,244,689,798,3,3,3812,19,0,0
0015000000nDQgyAAG,0,72,362,1173,1,1,1446,4,2,2
0015000000qG2WzAAK,0,108,1478,19711,7,4,8259,22,2,2
0015000000nDVYCAA4,0,383,29827,45051,349,100,58637,94,0,0
0015000000qFkopAAC,0,175,2736,73295,207,30,15306,22,0,0
0015000000nDQmIAAW,0,107,912,7785,28,14,4882,22,2,2
00150000010MXauAAG,0,404,13398,30848,260,112,56575,148,3,6
00150000010Ml41AAC,0,86,590,10961,15,11,3162,8,1,15
00150000010MR8dAAG,0,385,2839,19583,88,31,12241,79,1,1
0015000000OZ9moAAD,0,860,2216,5012,1,1,6562,2,0,0
0015000000nDrgWAAS,0,124,699,1263,58,16,3628,18,3,194
0015000000r8m5xAAA,0,30,440,1251,6,5,2218,11,0,0
0015000000nDWMPAA4,0,228,5651,32002,64,37,22981,52,0,0
0015000000wKGP5AAO,0,83,474,4891,3,2,1919,18,0,0
00150000010MksKAAS,0,1197,12686,35103,421,133,96426,203,24,800
0015000000aeGrbAAE,0,364,6170,33097,80,36,30513,86,0,0
0015000001TmctiAAB,0,824,11360,140677,154,68,34031,133,3,9
0015000000nDX4ZAAW,0,148,648,3430,12,8,2319,30,0,0
0015000000nDTQHAA4,0,1679,5470,23590,8,6,21518,44,4,114
0015000000Svvi8AAB,0,81,991,3099,13,5,5065,16,2,32
00150000010MirSAAS,0,36,668,982,0,0,6001,16,0,0
00150000010MNHAAA4,0,161,257,500,0,0,1684,13,0,0
0015000000nDR0FAAW,0,210,1029,2583,23,13,6038,22,4,768
00150000010MJXLAA4,0,116,1906,3097,59,17,15269,38,4,522
0012J00002Qk9AbQAJ,0,260,1012,9084,24,16,4144,24,4,25
0015000000nDVxMAAW,0,360,1368,5776,41,30,7046,39,2,5
0015000000qFpxEAAS,0,633,8158,16422,219,110,40444,162,0,0
0015000000cJ357AAC,0,22729,316137,7656653,5975,3677,1189196,5348,451,56843
00150000010MGlVAAW,0,210,2095,29054,75,32,9896,29,1,1
0012J00002NGP3SQAX,0,106,611,1816,4,4,2687,6,0,0
0015000000nDVXpAAO,0,6036,34439,412158,436,208,138194,198,0,0
00150000010MNWxAAO,0,478,12802,3142,32,21,33657,85,1,2
0015000000nDRhhAAG,0,303,3505,13787,67,33,17354,38,1,1
0015000000d2ZGTAA2,0,202,1335,89478,15,6,5183,22,0,0
0015000000qFrgJAAS,0,193,4395,22464,75,34,32505,71,36,6245
0015000000nDWKaAAO,0,270,4970,5966,145,48,27440,86,0,0
0015000000cJyLSAA0,0,252,1218,1130,71,30,9543,56,0,0
0015000000nDXIwAAO,0,27,976,2800,7,1,2819,6,2,44
0015000001W1MgCAAV,0,30,153,35,0,0,2092,3,0,0
00150000010MfzpAAC,0,153,1376,9047,23,17,8687,35,0,0
0015000000U8t2EAAR,0,42,533,1653,9,3,4883,13,5,124
0015000000nDRGnAAO,0,33,160,2517,3,3,499,6,0,0
0015000000nDTmeAAG,0,184,1047,55709,18,8,6127,24,0,0
0015000000qG4jyAAC,0,173,1982,7113,50,23,8165,25,0,0
0015000000nDR75AAG,0,1761,26034,124900,483,273,88164,440,2,6
00150000010ME3iAAG,0,97,1211,1833,36,17,11069,31,0,0
0015000000mOrCeAAK,0,116,1187,1779,2,2,6362,17,0,0
0015000000nDXVVAA4,0,100,1168,7071,12,6,3555,13,1,1
0015000000fq5BWAAY,0,133,671,4578,10,7,4048,35,0,0
0015000000YYYJ8AAP,0,222,1528,8439,32,23,6395,29,1,2
0015000000nDuXPAA0,0,40,93,165,1,1,457,7,2,10
0015000000cIIneAAG,0,896,3003,4951,20,17,12116,40,0,0
0015000000UxpgGAAR,0,182,3286,248498,34,16,11829,25,2,2
0015000000cLK49AAG,0,4052,14594,21144,4,4,23914,2,0,0
00150000010MoPIAA0,0,199,733,13691,19,8,5304,16,0,0
00150000010MB9sAAG,0,181,2901,140311,93,30,20030,32,0,0
0015000000nDuXLAA0,0,139,1197,1771,9,7,1992,11,1,2
0015000000yoDRvAAM,0,13,23,3,0,0,181,4,0,0
0015000000nDTvLAAW,0,215,2861,17769,39,28,8282,29,0,0
0015000000tQKbXAAW,0,261,4441,129506,121,52,24565,61,0,0
0015000000qZaheAAC,0,113,2615,16973,9,3,6056,17,1,11
0015000000nDX9nAAG,0,102,3881,24545,53,22,15293,18,1,150
0015000000qFjyKAAS,0,122,1192,11646,39,16,4209,33,2,2
0015000000nDRThAAO,0,101,680,1467,7,2,3683,10,0,0
0015000000nDUj5AAG,0,224,4052,11900,116,36,17973,37,3,37
0015000000abq5GAAQ,0,688,12780,109433,406,106,88526,183,0,0
00150000010Mm6RAAS,0,1034,5053,6544,0,0,9436,6,4,262
0015000000nDXROAA4,0,306,1988,8073,133,39,13562,44,0,0
00150000010Md6OAAS,0,406,2321,14169,118,59,10882,97,3,22
0015000000nDuI8AAK,0,420,6923,8088,32,25,17982,79,1,2
0015000001AgZRAAA3,0,29,90,52,0,0,525,2,0,0
0015000000ZBWiBAAX,0,1666,64446,250080,1202,313,320778,591,0,0
0015000000nDsYtAAK,0,241,322049,2975,14,13,784159,37,0,0
0015000000nDRCbAAO,0,91,284,1160,2,2,1469,17,1,1
0015000000tS1axAAC,0,3197,52659,261424,1150,547,256669,894,1,1
0015000000nDRYJAA4,0,19,43,2,0,0,285,3,0,0
0015000000nDX4gAAG,0,291,722,5224,83,26,5881,32,0,0
0015000000iSI0fAAG,0,236,1564,2247,52,27,6711,37,0,0
0015000000nDWIWAA4,0,303,1726,7381,11,10,7172,23,0,0
00150000010MVXFAA4,0,144,1388,1964,95,22,8063,37,2,52
0015000000b4TqxAAE,0,234,3327,12032,65,25,19922,42,0,0
00150000010MYo4AAG,0,166,2211,2303,12,6,12825,31,0,0
0015000000drcjtAAA,0,306,4117,19084,42,20,13375,13,1,30
0015000000nDrkeAAC,0,27,191,855,0,0,1225,1,1,1
0015000000tG9w5AAC,0,47,441,1343,0,0,1432,2,0,0
0015000000nDSfRAAW,0,134,908,8006,6,5,3950,13,0,0
0015000001TnbYaAAJ,0,3,3,0,0,0,0,0,0,0
0015000000d3cQ2AAI,0,356,4018,27718,96,44,30390,20,0,0
0015000000qFuRjAAK,0,70,457,983,1,1,1471,3,0,0
0015000000oHfZVAA0,0,215,3032,1516,15,9,11410,10,0,0
00150000010MNv5AAG,0,120,672,258,27,6,3693,21,1,1
00150000010M4hNAAS,0,441,4121,6653,75,37,20826,74,3,12
0015000000U8JziAAF,0,133,2379,27261,26,10,10754,30,0,0
0015000000sEUeCAAW,0,346,1465,2954,5,4,5536,11,0,0
0015000000nDQPGAA4,0,13,15,0,2,2,44,1,0,0
0015000000nDStcAAG,0,47,252,5273,10,8,1470,11,0,0
0015000000YYOopAAH,0,198,1790,13104,40,18,9638,47,0,0
00150000010MczSAAS,0,1115,2969,4166,25,12,14957,38,1,2
00150000010MG6qAAG,0,35,597,5531,0,0,3828,5,0,0
00150000010MlqqAAC,0,60,790,940,0,0,5201,17,0,0
00150000010MJb5AAG,0,176,2295,41107,0,0,4228,24,0,0
00150000024ceszAAA,0,190,994,15042,73,14,6249,25,0,0
0015000000wNRPdAAO,0,94,2022,2398,0,0,4190,5,0,0
0015000000nDT0wAAG,0,345,2646,2009,6,5,8759,13,0,0
0015000000b4pNoAAI,0,237,2908,31464,69,31,11582,29,1,1
00150000013U3FAAA0,0,286,1544,9505,59,21,9332,42,0,0
0015000000pkEmuAAE,0,6900,16071,38821,30,18,44354,70,2,4
0015000000UA6JIAA1,0,1073,14759,113195,258,124,71559,243,2,2
0015000000nDTFNAA4,0,242,1856,8610,54,31,7344,61,0,0
0015000000kjVxSAAU,0,240,1584,1376,44,18,14294,31,0,0
0015000000nDRAjAAO,0,211,3151,13218,94,34,8139,27,2,6
00150000010MSaCAAW,0,76,857,1647,3,3,4338,8,1,1
0015000000Y0Q76AAF,0,332,9658,32741,188,82,30888,123,1,1
0015000001VGLXyAAP,0,164,1395,8279,30,13,7260,32,0,0
0015000000nDS0GAAW,0,130,1484,16206,28,15,6985,29,0,0
0015000000ki3cZAAQ,0,322,5470,20873,170,72,24610,97,2,31
00150000010M7U5AAK,0,189,2493,4508,59,25,17942,32,0,0
0015000000nDXLgAAO,0,195,5213,17566,139,51,20025,52,0,0
00150000010MZt9AAG,0,155,924,4038,16,12,4928,23,3,46
0012J00002OVNgIQAX,0,606,6476,123395,252,96,40201,211,0,0
0012J00002QMyEvQAL,0,561,16988,103515,788,88,77833,136,1,6
0015000000pkErqAAE,0,37,289,2266,1,1,1578,7,0,0
0015000000QE7OwAAL,0,5411,68286,313981,1967,917,317890,1437,6,47
00150000010MdtvAAC,0,130,1605,19009,38,19,6250,18,0,0
0015000000YYb13AAD,0,402,2890,44855,41,28,14710,67,0,0
0015000000ruJcHAAU,0,108,691,1019,28,12,2539,20,0,0
0015000000kgyGiAAI,0,94,934,8115,16,11,3798,21,0,0
0015000000tQoj3AAC,0,118,1336,3473,3,3,4512,8,0,0
0015000000nDrd7AAC,0,95,2236,10437,3,3,5746,10,0,0
00150000010MhpBAAS,0,168,3805,10148,66,28,22326,49,0,0
0015000000nDSzHAAW,0,177,2275,22565,32,18,11452,24,0,0
0015000000YYqX5AAL,0,320,6368,14853,126,44,21277,49,1,2
0015000000qG2nRAAS,0,283,3964,55236,27,17,16933,75,5,693
00150000010MQCXAA4,0,24,23,39,0,0,79,0,0,0
0015000000nDqv6AAC,0,19,73,782,0,0,344,3,0,0
00150000013317RAAQ,0,400,2968,1358,1,1,8395,4,2,11
0015000000d3lJgAAI,0,178,6592,8865,3,1,15557,24,1,1
0015000000nDuGfAAK,0,377,2507,967,39,23,14818,57,0,0
00150000010Mew7AAC,0,198,2735,9088,68,43,13640,68,0,0
00150000010MNUoAAO,0,363,2585,26125,20,11,10983,28,0,0
0015000000nDWl3AAG,0,166,2078,25046,12,7,8455,30,0,0
0015000000rbyLXAAY,0,2259,30241,358107,925,441,163147,636,0,0
0015000000nDWKoAAO,0,187,1331,4017,62,13,7921,25,0,0
0015000000nDWDjAAO,0,748,1451,1495,1,1,1944,4,0,0
0015000000qFz6hAAC,0,2463,8283,16347,7,5,27028,10,0,0
0015000000qG1KGAA0,0,330,1822,6418,89,37,13090,39,5,1243
0015000000RTtIMAA1,0,2665,42490,305070,1544,651,225910,741,1,1
0015000000d4JOIAA2,0,22,64,5197,0,0,1035,2,0,0
0015000000qG1cHAAS,0,252,1564,15502,17,12,8834,36,1,1
0015000001793EKAAY,0,4362,46562,127171,1314,888,175857,1134,3,3
0015000000nCQyCAAW,0,275,1227,4832,36,20,4899,40,0,0
00150000010MQGPAA4,0,38,412,334,7,3,2786,9,5,22
0015000000nDuJhAAK,0,167,1865,19582,38,25,5421,27,1,21
0015000000nDSzFAAW,0,234,2054,11066,104,54,9283,65,2,16
0015000000nDRlxAAG,0,188,1369,2340,25,11,4548,25,0,0
0015000000eBqZKAA0,0,164,1204,5774,8,3,4198,14,0,0
00150000010MfXDAA0,0,165,1798,2331,17,17,6291,47,0,0
0015000001Agf9pAAB,0,212,3049,41074,72,29,14807,49,0,0
0012J00002LbQZ3QAN,0,227,10917,48777,148,35,65651,32,0,0
0015000000nDQtDAAW,0,66,343,1472,2,1,1308,15,0,0
0015000000nDSXpAAO,0,21,62,1,1,1,661,1,0,0
0015000000ZC9NTAA1,0,750,9260,16430,145,47,41297,50,2,9
0015000000HJL4dAAH,0,295,2502,31342,46,21,7029,23,0,0
0015000000iSPrZAAW,0,126,874,7341,32,14,4442,23,1,5
0015000001338pvAAA,0,108,959,2796,18,8,4071,26,0,0
0015000000nDQwpAAG,0,130,770,1091,40,11,8673,37,1,2
0015000000b7LD6AAM,0,179,865,10456,6,3,3275,2,0,0
0015000000qFklMAAS,0,242,2343,13474,48,25,12422,56,0,0
00150000010MbAQAA0,0,858,10099,25600,209,95,43830,161,0,0
0015000000SbiRwAAJ,0,1024,8970,16552,443,258,41732,241,4,38
0015000001nitbxAAA,0,150,956,1801,40,16,4307,25,0,0
0015000000qFqjTAAS,0,211,3523,3065,35,16,11897,28,0,0
0015000000qFsN4AAK,0,127,2597,47095,32,23,7607,34,0,0
00150000010MWqUAAW,0,51,705,1995,0,0,6636,10,5,277
00150000010MIZkAAO,0,502,11998,11290,129,67,41571,97,11,1586
0015000001XQXcrAAH,0,3,3,0,0,0,0,0,0,0
00150000019Wpy5AAC,0,60,192,37,2,1,1573,5,0,0
0015000000U6qo3AAB,0,144,1330,22725,17,10,5174,22,0,0
0015000000nDUT5AAO,0,35,99,15,0,0,711,4,0,0
00150000010M84SAAS,0,180,1091,3964,19,13,3635,24,0,0
0015000000nDX9XAAW,0,113,3059,13144,11,8,8907,24,0,0
0015000000hYfjLAAS,0,896,6650,39512,43,26,28872,57,10,1548
0015000000nDTyOAAW,0,165,1143,2839,39,21,3814,23,0,0
00150000016tQN4AAM,0,233,1058,2385,22,12,6344,40,0,0
0015000000aetfZAAQ,0,214,1936,4893,41,26,8273,37,0,0
0015000000cJT3cAAG,0,383,7206,14622,185,42,19180,55,1,1
0015000000d3swQAAQ,0,294,2340,3932,52,24,11519,46,0,0
00150000024bzzrAAA,0,253,5078,22028,121,61,17171,73,0,0
00150000010MdmUAAS,0,313,5555,25938,517,84,27581,65,0,0
0015000000nDRbXAAW,0,263,2733,17714,16,9,13058,20,1,26
0015000000nDRgQAAW,0,64,342,1588,15,7,2053,15,3,30
